Date,week,SKU,SKU_norm,Group,Subgroup,metric,units,weight
2023-03-12,2023-03-07,MAHS025K,MAHS025K,M,MAHS,prod,0.0,0.0
2023-03-12,2023-03-07,MAP1K25P,MAP1K25P,M,MAP,prod,0.0,0.0
2023-03-12,2023-03-07,MAPA1K24P,MAPA1K24P,M,MAPA,prod,0.0,0.0
2023-03-12,2023-03-07,MAR01K24P,MAR01K24P,M,MAR,prod,565.0,13.56
2023-03-12,2023-03-07,MAR02K12P,MAR02K12P,M,MAR,prod,0.0,0.0
2023-03-12,2023-03-07,MASR025K,MASR025K,M,MASR,prod,0.0,0.0
2023-03-12,2023-03-07,POP001L12P,POP001L12P,P,POP,prod,1463.0,15.97596
2023-03-12,2023-03-07,POP001L12P.1,POP001L12P,P,POP,prod,1001.0,10.93092
2023-03-12,2023-03-07,POP002L09P,POP002L09P,P,POP,prod,509.0,8.33742
2023-03-12,2023-03-07,POP005L04P,POP005L04P,P,POP,prod,300.0,5.46
2023-03-12,2023-03-07,POP015K,POP015K,P,POP,prod,0.0,0.0
2023-03-12,2023-03-07,POP500M24P,POP500M24P,P,POP,prod,501.0,5.47092
2023-03-12,2023-03-07,POPF01L12P,POPF01L12P,P,POPF,prod,352.0,3.84384
2023-03-12,2023-03-07,POV001L24P,POV001L24P,P,POV,prod,2000.0,21.84
2023-03-12,2023-03-07,POV002L09P,POV002L09P,P,POV,prod,1008.0,16.51104
2023-03-12,2023-03-07,POV005L04P,POV005L04P,P,POV,prod,1200.0,21.84
2023-03-12,2023-03-07,POV500M24P,POV500M24P,P,POV,prod,1234.0,13.47528
2023-03-12,2023-03-07,SE200G24P,SE200G24P,S,SE,prod,0.0,0.0
2023-03-12,2023-03-07,SE500G24P,SE500G24P,S,SE,prod,520.0,3.12
2023-03-12,2023-03-07,SO0001L12P,SO0001L12P,S,SO,prod,0.0,0.0
2023-03-12,2023-03-07,SO0002L09P,SO0002L09P,S,SO,prod,0.0,0.0
2023-03-12,2023-03-07,SO0005L04P,SO0005L04P,S,SO,prod,0.0,0.0
2023-03-12,2023-03-07,SO0500M24P,SO0500M24P,S,SO,prod,0.0,0.0
2023-03-12,2023-03-07,SOP001L12P,SOP001L12P,S,SOP,prod,300.0,3.312
2023-03-12,2023-03-07,SOS001L12P,SOS001L12P,S,SOS,prod,16262.0,179.53248
2023-03-12,2023-03-07,SOS002L09P,SOS002L09P,S,SOS,prod,3500.0,57.96000000000001
2023-03-12,2023-03-07,SOS003L04P,SOS003L04P,S,SOS,prod,2000.0,22.08000000000001
2023-03-12,2023-03-07,SOS005L04P,SOS005L04P,S,SOS,prod,15000.0,276.0000000000001
2023-03-12,2023-03-07,SOS008L02P,SOS008L02P,S,SOS,prod,0.0,0.0
2023-03-12,2023-03-07,SOS250M48P,SOS250M48P,S,SOS,prod,0.0,0.0
2023-03-12,2023-03-07,SOS500M24P,SOS500M24P,S,SOS,prod,4538.0,50.09952000000001
2023-03-13,2023-03-07,AT5X5K,AT5X5K,A,AT,prod,0.0,0.0
2023-03-13,2023-03-07,ATN01K24P,ATN01K24P,A,ATN,prod,1060.0,25.44
2023-03-13,2023-03-07,ATN02K12P,ATN02K12P,A,ATN,prod,312.0,7.488
2023-03-13,2023-03-07,ATPA1K24P,ATPA1K24P,A,ATPA,prod,0.0,0.0
2023-03-13,2023-03-07,ATPPCH5X5K,ATPPCH5X5K,A,ATPPCH,prod,0.0,0.0
2023-03-13,2023-03-07,ATWWP001K24P,ATWWP001K24P,A,ATWWP,prod,0.0,0.0
2023-03-13,2023-03-07,ATWWP002K12P,ATWWP002K12P,A,ATWWP,prod,0.0,0.0
2023-03-13,2023-03-07,EEA200G24P,EEA200G24P,E,EEA,prod,0.0,0.0
2023-03-13,2023-03-07,EEA500G12P,EEA500G12P,E,EEA,prod,0.0,0.0
2023-03-13,2023-03-07,MAC1K25P,MAC1K25P,M,MAC,prod,0.0,0.0
2023-03-13,2023-03-07,MAHS025K,MAHS025K,M,MAHS,prod,0.0,0.0
2023-03-13,2023-03-07,MAP1K25P,MAP1K25P,M,MAP,prod,0.0,0.0
2023-03-13,2023-03-07,MAPA1K24P,MAPA1K24P,M,MAPA,prod,0.0,0.0
2023-03-13,2023-03-07,MAR01K24P,MAR01K24P,M,MAR,prod,0.0,0.0
2023-03-13,2023-03-07,MAR02K12P,MAR02K12P,M,MAR,prod,302.0,7.248
2023-03-13,2023-03-07,MASR025K,MASR025K,M,MASR,prod,0.0,0.0
2023-03-13,2023-03-07,POP001L12P,POP001L12P,P,POP,prod,0.0,0.0
2023-03-13,2023-03-07,POP001L12P.1,POP001L12P,P,POP,prod,2851.0,31.13292
2023-03-13,2023-03-07,POP002L09P,POP002L09P,P,POP,prod,502.0,8.222760000000001
2023-03-13,2023-03-07,POP005L04P,POP005L04P,P,POP,prod,0.0,0.0
2023-03-13,2023-03-07,POP015K,POP015K,P,POP,prod,0.0,0.0
2023-03-13,2023-03-07,POP500M24P,POP500M24P,P,POP,prod,500.0,5.46
2023-03-13,2023-03-07,POPF01L12P,POPF01L12P,P,POPF,prod,834.0,9.10728
2023-03-13,2023-03-07,POV001L24P,POV001L24P,P,POV,prod,2838.0,30.99096
2023-03-13,2023-03-07,POV002L09P,POV002L09P,P,POV,prod,1503.0,24.61914
2023-03-13,2023-03-07,POV005L04P,POV005L04P,P,POV,prod,0.0,0.0
2023-03-13,2023-03-07,POV500M24P,POV500M24P,P,POV,prod,1100.0,12.012
2023-03-13,2023-03-07,SE200G24P,SE200G24P,S,SE,prod,300.0,1.44
2023-03-13,2023-03-07,SE500G24P,SE500G24P,S,SE,prod,0.0,0.0
2023-03-13,2023-03-07,SO0001L12P,SO0001L12P,S,SO,prod,0.0,0.0
2023-03-13,2023-03-07,SO0002L09P,SO0002L09P,S,SO,prod,0.0,0.0
2023-03-13,2023-03-07,SO0005L04P,SO0005L04P,S,SO,prod,0.0,0.0
2023-03-13,2023-03-07,SO0500M24P,SO0500M24P,S,SO,prod,0.0,0.0
2023-03-13,2023-03-07,SOP001L12P,SOP001L12P,S,SOP,prod,300.0,3.312
2023-03-13,2023-03-07,SOS001L12P,SOS001L12P,S,SOS,prod,10740.0,118.5696
2023-03-13,2023-03-07,SOS002L09P,SOS002L09P,S,SOS,prod,2001.0,33.13656
2023-03-13,2023-03-07,SOS003L04P,SOS003L04P,S,SOS,prod,3027.0,33.41808
2023-03-13,2023-03-07,SOS005L04P,SOS005L04P,S,SOS,prod,18000.0,331.2
2023-03-13,2023-03-07,SOS008L02P,SOS008L02P,S,SOS,prod,0.0,0.0
2023-03-13,2023-03-07,SOS250M48P,SOS250M48P,S,SOS,prod,0.0,0.0
2023-03-13,2023-03-07,SOS500M24P,SOS500M24P,S,SOS,prod,2007.0,22.15728
2023-03-14,2023-03-14,AT5X5K,AT5X5K,A,AT,prod,0.0,0.0
2023-03-14,2023-03-14,ATN01K24P,ATN01K24P,A,ATN,prod,2000.0,48.0
2023-03-14,2023-03-14,ATN02K12P,ATN02K12P,A,ATN,prod,500.0,12.0
2023-03-14,2023-03-14,ATPA1K24P,ATPA1K24P,A,ATPA,prod,0.0,0.0
2023-03-14,2023-03-14,ATPPCH5X5K,ATPPCH5X5K,A,ATPPCH,prod,0.0,0.0
2023-03-14,2023-03-14,ATWWP001K24P,ATWWP001K24P,A,ATWWP,prod,0.0,0.0
2023-03-14,2023-03-14,ATWWP002K12P,ATWWP002K12P,A,ATWWP,prod,0.0,0.0
2023-03-14,2023-03-14,EEA200G24P,EEA200G24P,E,EEA,prod,0.0,0.0
2023-03-14,2023-03-14,EEA500G12P,EEA500G12P,E,EEA,prod,0.0,0.0
2023-03-14,2023-03-14,MAC1K25P,MAC1K25P,M,MAC,prod,0.0,0.0
2023-03-14,2023-03-14,MAHS025K,MAHS025K,M,MAHS,prod,0.0,0.0
2023-03-14,2023-03-14,MAP1K25P,MAP1K25P,M,MAP,prod,0.0,0.0
2023-03-14,2023-03-14,MAPA1K24P,MAPA1K24P,M,MAPA,prod,0.0,0.0
2023-03-14,2023-03-14,MAR01K24P,MAR01K24P,M,MAR,prod,500.0,12.0
2023-03-14,2023-03-14,MAR02K12P,MAR02K12P,M,MAR,prod,200.0,4.8
2023-03-14,2023-03-14,MASR025K,MASR025K,M,MASR,prod,0.0,0.0
2023-03-14,2023-03-14,POP001L12P,POP001L12P,P,POP,prod,1153.0,12.59076
2023-03-14,2023-03-14,POP001L12P.1,POP001L12P,P,POP,prod,0.0,0.0
2023-03-14,2023-03-14,POP002L09P,POP002L09P,P,POP,prod,505.0,8.2719
2023-03-14,2023-03-14,POP005L04P,POP005L04P,P,POP,prod,300.0,5.46
2023-03-14,2023-03-14,POP015K,POP015K,P,POP,prod,0.0,0.0
2023-03-14,2023-03-14,POP500M24P,POP500M24P,P,POP,prod,501.0,5.47092
2023-03-14,2023-03-14,POPF01L12P,POPF01L12P,P,POPF,prod,0.0,0.0
2023-03-14,2023-03-14,POV001L24P,POV001L24P,P,POV,prod,4281.0,46.74852
2023-03-14,2023-03-14,POV002L09P,POV002L09P,P,POV,prod,1936.0,31.71168
2023-03-14,2023-03-14,POV005L04P,POV005L04P,P,POV,prod,1500.0,27.3
2023-03-14,2023-03-14,POV500M24P,POV500M24P,P,POV,prod,3000.0,32.76
2023-03-14,2023-03-14,SE200G24P,SE200G24P,S,SE,prod,0.0,0.0
2023-03-14,2023-03-14,SE500G24P,SE500G24P,S,SE,prod,32.0,0.192
2023-03-14,2023-03-14,SO0001L12P,SO0001L12P,S,SO,prod,0.0,0.0
2023-03-14,2023-03-14,SO0002L09P,SO0002L09P,S,SO,prod,0.0,0.0
2023-03-14,2023-03-14,SO0005L04P,SO0005L04P,S,SO,prod,0.0,0.0
2023-03-14,2023-03-14,SO0500M24P,SO0500M24P,S,SO,prod,0.0,0.0
2023-03-14,2023-03-14,SOP001L12P,SOP001L12P,S,SOP,prod,637.0,7.032480000000001
2023-03-14,2023-03-14,SOS001L12P,SOS001L12P,S,SOS,prod,16872.0,186.26688
2023-03-14,2023-03-14,SOS002L09P,SOS002L09P,S,SOS,prod,2012.0,33.31872
2023-03-14,2023-03-14,SOS003L04P,SOS003L04P,S,SOS,prod,3009.0,33.21936
2023-03-14,2023-03-14,SOS005L04P,SOS005L04P,S,SOS,prod,11613.0,213.6792
2023-03-14,2023-03-14,SOS008L02P,SOS008L02P,S,SOS,prod,0.0,0.0
2023-03-14,2023-03-14,SOS250M48P,SOS250M48P,S,SOS,prod,0.0,0.0
2023-03-14,2023-03-14,SOS500M24P,SOS500M24P,S,SOS,prod,2509.0,27.69936
2023-03-15,2023-03-14,AT5X5K,AT5X5K,A,AT,prod,500.0,12.5
2023-03-15,2023-03-14,ATN01K24P,ATN01K24P,A,ATN,prod,2100.0,50.4
2023-03-15,2023-03-14,ATN02K12P,ATN02K12P,A,ATN,prod,300.0,7.2
2023-03-15,2023-03-14,ATPA1K24P,ATPA1K24P,A,ATPA,prod,0.0,0.0
2023-03-15,2023-03-14,ATPPCH5X5K,ATPPCH5X5K,A,ATPPCH,prod,0.0,0.0
2023-03-15,2023-03-14,ATWWP001K24P,ATWWP001K24P,A,ATWWP,prod,0.0,0.0
2023-03-15,2023-03-14,ATWWP002K12P,ATWWP002K12P,A,ATWWP,prod,0.0,0.0
2023-03-15,2023-03-14,EEA200G24P,EEA200G24P,E,EEA,prod,0.0,0.0
2023-03-15,2023-03-14,EEA500G12P,EEA500G12P,E,EEA,prod,0.0,0.0
2023-03-15,2023-03-14,MAC1K25P,MAC1K25P,M,MAC,prod,0.0,0.0
2023-03-15,2023-03-14,MAHS025K,MAHS025K,M,MAHS,prod,0.0,0.0
2023-03-15,2023-03-14,MAP1K25P,MAP1K25P,M,MAP,prod,0.0,0.0
2023-03-15,2023-03-14,MAPA1K24P,MAPA1K24P,M,MAPA,prod,0.0,0.0
2023-03-15,2023-03-14,MAR01K24P,MAR01K24P,M,MAR,prod,1300.0,31.2
2023-03-15,2023-03-14,MAR02K12P,MAR02K12P,M,MAR,prod,0.0,0.0
2023-03-15,2023-03-14,MASR025K,MASR025K,M,MASR,prod,100.0,2.5
2023-03-15,2023-03-14,POP001L12P,POP001L12P,P,POP,prod,303.0,3.30876
2023-03-15,2023-03-14,POP001L12P.1,POP001L12P,P,POP,prod,0.0,0.0
2023-03-15,2023-03-14,POP002L09P,POP002L09P,P,POP,prod,304.0,4.97952
2023-03-15,2023-03-14,POP005L04P,POP005L04P,P,POP,prod,201.0,3.6582
2023-03-15,2023-03-14,POP015K,POP015K,P,POP,prod,0.0,0.0
2023-03-15,2023-03-14,POP500M24P,POP500M24P,P,POP,prod,0.0,0.0
2023-03-15,2023-03-14,POPF01L12P,POPF01L12P,P,POPF,prod,1014.0,11.07288
2023-03-15,2023-03-14,POV001L24P,POV001L24P,P,POV,prod,5631.0,61.49052
2023-03-15,2023-03-14,POV002L09P,POV002L09P,P,POV,prod,480.0,7.8624
2023-03-15,2023-03-14,POV005L04P,POV005L04P,P,POV,prod,941.0,17.1262
2023-03-15,2023-03-14,POV500M24P,POV500M24P,P,POV,prod,3137.0,34.25604
2023-03-15,2023-03-14,SE200G24P,SE200G24P,S,SE,prod,0.0,0.0
2023-03-15,2023-03-14,SE500G24P,SE500G24P,S,SE,prod,1200.0,7.2
2023-03-15,2023-03-14,SO0001L12P,SO0001L12P,S,SO,prod,0.0,0.0
2023-03-15,2023-03-14,SO0002L09P,SO0002L09P,S,SO,prod,0.0,0.0
2023-03-15,2023-03-14,SO0005L04P,SO0005L04P,S,SO,prod,0.0,0.0
2023-03-15,2023-03-14,SO0500M24P,SO0500M24P,S,SO,prod,0.0,0.0
2023-03-15,2023-03-14,SOP001L12P,SOP001L12P,S,SOP,prod,339.0,3.742560000000001
2023-03-15,2023-03-14,SOS001L12P,SOS001L12P,S,SOS,prod,10320.0,113.9328
2023-03-15,2023-03-14,SOS002L09P,SOS002L09P,S,SOS,prod,10474.0,173.44944
2023-03-15,2023-03-14,SOS003L04P,SOS003L04P,S,SOS,prod,3272.0,36.12288
2023-03-15,2023-03-14,SOS005L04P,SOS005L04P,S,SOS,prod,14797.0,272.2648
2023-03-15,2023-03-14,SOS008L02P,SOS008L02P,S,SOS,prod,0.0,0.0
2023-03-15,2023-03-14,SOS250M48P,SOS250M48P,S,SOS,prod,0.0,0.0
2023-03-15,2023-03-14,SOS500M24P,SOS500M24P,S,SOS,prod,3856.0,42.57024000000001
2023-03-16,2023-03-14,AT5X5K,AT5X5K,A,AT,prod,500.0,12.5
2023-03-16,2023-03-14,ATN01K24P,ATN01K24P,A,ATN,prod,2000.0,48.0
2023-03-16,2023-03-14,ATN02K12P,ATN02K12P,A,ATN,prod,600.0,14.4
2023-03-16,2023-03-14,ATPA1K24P,ATPA1K24P,A,ATPA,prod,0.0,0.0
2023-03-16,2023-03-14,ATPPCH5X5K,ATPPCH5X5K,A,ATPPCH,prod,0.0,0.0
2023-03-16,2023-03-14,ATWWP001K24P,ATWWP001K24P,A,ATWWP,prod,0.0,0.0
2023-03-16,2023-03-14,ATWWP002K12P,ATWWP002K12P,A,ATWWP,prod,0.0,0.0
2023-03-16,2023-03-14,EEA200G24P,EEA200G24P,E,EEA,prod,0.0,0.0
2023-03-16,2023-03-14,EEA500G12P,EEA500G12P,E,EEA,prod,0.0,0.0
2023-03-16,2023-03-14,MAC1K25P,MAC1K25P,M,MAC,prod,0.0,0.0
2023-03-16,2023-03-14,MAHS025K,MAHS025K,M,MAHS,prod,500.0,12.5
2023-03-16,2023-03-14,MAP1K25P,MAP1K25P,M,MAP,prod,0.0,0.0
2023-03-16,2023-03-14,MAPA1K24P,MAPA1K24P,M,MAPA,prod,0.0,0.0
2023-03-16,2023-03-14,MAR01K24P,MAR01K24P,M,MAR,prod,1090.0,26.16
2023-03-16,2023-03-14,MAR02K12P,MAR02K12P,M,MAR,prod,199.0,4.776
2023-03-16,2023-03-14,MASR025K,MASR025K,M,MASR,prod,0.0,0.0
2023-03-16,2023-03-14,POP001L12P,POP001L12P,P,POP,prod,871.0,9.51132
2023-03-16,2023-03-14,POP001L12P.1,POP001L12P,P,POP,prod,1036.0,11.31312
2023-03-16,2023-03-14,POP002L09P,POP002L09P,P,POP,prod,0.0,0.0
2023-03-16,2023-03-14,POP005L04P,POP005L04P,P,POP,prod,205.0,3.731
2023-03-16,2023-03-14,POP015K,POP015K,P,POP,prod,0.0,0.0
2023-03-16,2023-03-14,POP500M24P,POP500M24P,P,POP,prod,0.0,0.0
2023-03-16,2023-03-14,POPF01L12P,POPF01L12P,P,POPF,prod,138.0,1.50696
2023-03-16,2023-03-14,POV001L24P,POV001L24P,P,POV,prod,2052.0,22.40784
2023-03-16,2023-03-14,POV002L09P,POV002L09P,P,POV,prod,0.0,0.0
2023-03-16,2023-03-14,POV005L04P,POV005L04P,P,POV,prod,1000.0,18.2
2023-03-16,2023-03-14,POV500M24P,POV500M24P,P,POV,prod,852.0,9.30384
2023-03-16,2023-03-14,SE200G24P,SE200G24P,S,SE,prod,0.0,0.0
2023-03-16,2023-03-14,SE500G24P,SE500G24P,S,SE,prod,700.0,4.2
2023-03-16,2023-03-14,SO0001L12P,SO0001L12P,S,SO,prod,0.0,0.0
2023-03-16,2023-03-14,SO0002L09P,SO0002L09P,S,SO,prod,0.0,0.0
2023-03-16,2023-03-14,SO0005L04P,SO0005L04P,S,SO,prod,0.0,0.0
2023-03-16,2023-03-14,SO0500M24P,SO0500M24P,S,SO,prod,0.0,0.0
2023-03-16,2023-03-14,SOP001L12P,SOP001L12P,S,SOP,prod,0.0,0.0
2023-03-16,2023-03-14,SOS001L12P,SOS001L12P,S,SOS,prod,13000.0,143.52
2023-03-16,2023-03-14,SOS002L09P,SOS002L09P,S,SOS,prod,17541.0,290.47896
2023-03-16,2023-03-14,SOS003L04P,SOS003L04P,S,SOS,prod,6410.0,70.7664
2023-03-16,2023-03-14,SOS005L04P,SOS005L04P,S,SOS,prod,16000.0,294.4
2023-03-16,2023-03-14,SOS008L02P,SOS008L02P,S,SOS,prod,0.0,0.0
2023-03-16,2023-03-14,SOS250M48P,SOS250M48P,S,SOS,prod,0.0,0.0
2023-03-16,2023-03-14,SOS500M24P,SOS500M24P,S,SOS,prod,4658.0,51.42432000000001
2023-03-17,2023-03-14,AT5X5K,AT5X5K,A,AT,prod,300.0,7.5
2023-03-17,2023-03-14,ATN01K24P,ATN01K24P,A,ATN,prod,2500.0,60.0
2023-03-17,2023-03-14,ATN02K12P,ATN02K12P,A,ATN,prod,400.0,9.6
2023-03-17,2023-03-14,ATPA1K24P,ATPA1K24P,A,ATPA,prod,0.0,0.0
2023-03-17,2023-03-14,ATPPCH5X5K,ATPPCH5X5K,A,ATPPCH,prod,0.0,0.0
2023-03-17,2023-03-14,ATWWP001K24P,ATWWP001K24P,A,ATWWP,prod,0.0,0.0
2023-03-17,2023-03-14,ATWWP002K12P,ATWWP002K12P,A,ATWWP,prod,0.0,0.0
2023-03-17,2023-03-14,EEA200G24P,EEA200G24P,E,EEA,prod,0.0,0.0
2023-03-17,2023-03-14,EEA500G12P,EEA500G12P,E,EEA,prod,0.0,0.0
2023-03-17,2023-03-14,MAC1K25P,MAC1K25P,M,MAC,prod,0.0,0.0
2023-03-17,2023-03-14,MAHS025K,MAHS025K,M,MAHS,prod,200.0,5.0
2023-03-17,2023-03-14,MAP1K25P,MAP1K25P,M,MAP,prod,0.0,0.0
2023-03-17,2023-03-14,MAPA1K24P,MAPA1K24P,M,MAPA,prod,0.0,0.0
2023-03-17,2023-03-14,MAR01K24P,MAR01K24P,M,MAR,prod,500.0,12.0
2023-03-17,2023-03-14,MAR02K12P,MAR02K12P,M,MAR,prod,200.0,4.8
2023-03-17,2023-03-14,MASR025K,MASR025K,M,MASR,prod,0.0,0.0
2023-03-17,2023-03-14,POP001L12P,POP001L12P,P,POP,prod,691.0,7.54572
2023-03-17,2023-03-14,POP001L12P.1,POP001L12P,P,POP,prod,0.0,0.0
2023-03-17,2023-03-14,POP002L09P,POP002L09P,P,POP,prod,0.0,0.0
2023-03-17,2023-03-14,POP005L04P,POP005L04P,P,POP,prod,0.0,0.0
2023-03-17,2023-03-14,POP015K,POP015K,P,POP,prod,0.0,0.0
2023-03-17,2023-03-14,POP500M24P,POP500M24P,P,POP,prod,501.0,5.47092
2023-03-17,2023-03-14,POPF01L12P,POPF01L12P,P,POPF,prod,0.0,0.0
2023-03-17,2023-03-14,POV001L24P,POV001L24P,P,POV,prod,2786.0,30.42312
2023-03-17,2023-03-14,POV002L09P,POV002L09P,P,POV,prod,0.0,0.0
2023-03-17,2023-03-14,POV005L04P,POV005L04P,P,POV,prod,0.0,0.0
2023-03-17,2023-03-14,POV500M24P,POV500M24P,P,POV,prod,1508.0,16.46736
2023-03-17,2023-03-14,SE200G24P,SE200G24P,S,SE,prod,0.0,0.0
2023-03-17,2023-03-14,SE500G24P,SE500G24P,S,SE,prod,700.0,4.2
2023-03-17,2023-03-14,SO0001L12P,SO0001L12P,S,SO,prod,0.0,0.0
2023-03-17,2023-03-14,SO0002L09P,SO0002L09P,S,SO,prod,0.0,0.0
2023-03-17,2023-03-14,SO0005L04P,SO0005L04P,S,SO,prod,0.0,0.0
2023-03-17,2023-03-14,SO0500M24P,SO0500M24P,S,SO,prod,0.0,0.0
2023-03-17,2023-03-14,SOP001L12P,SOP001L12P,S,SOP,prod,0.0,0.0
2023-03-17,2023-03-14,SOS001L12P,SOS001L12P,S,SOS,prod,11625.0,128.34
2023-03-17,2023-03-14,SOS002L09P,SOS002L09P,S,SOS,prod,6780.0,112.2768
2023-03-17,2023-03-14,SOS003L04P,SOS003L04P,S,SOS,prod,3435.0,37.9224
2023-03-17,2023-03-14,SOS005L04P,SOS005L04P,S,SOS,prod,12618.0,232.1712
2023-03-17,2023-03-14,SOS008L02P,SOS008L02P,S,SOS,prod,0.0,0.0
2023-03-17,2023-03-14,SOS250M48P,SOS250M48P,S,SOS,prod,0.0,0.0
2023-03-17,2023-03-14,SOS500M24P,SOS500M24P,S,SOS,prod,6000.0,66.24
2023-03-18,2023-03-14,AT5X5K,AT5X5K,A,AT,prod,0.0,0.0
2023-03-18,2023-03-14,ATN01K24P,ATN01K24P,A,ATN,prod,0.0,0.0
2023-03-18,2023-03-14,ATN02K12P,ATN02K12P,A,ATN,prod,57.0,1.368
2023-03-18,2023-03-14,ATPA1K24P,ATPA1K24P,A,ATPA,prod,0.0,0.0
2023-03-18,2023-03-14,ATPPCH5X5K,ATPPCH5X5K,A,ATPPCH,prod,0.0,0.0
2023-03-18,2023-03-14,ATWWP001K24P,ATWWP001K24P,A,ATWWP,prod,0.0,0.0
2023-03-18,2023-03-14,ATWWP002K12P,ATWWP002K12P,A,ATWWP,prod,0.0,0.0
2023-03-18,2023-03-14,EEA200G24P,EEA200G24P,E,EEA,prod,0.0,0.0
2023-03-18,2023-03-14,EEA500G12P,EEA500G12P,E,EEA,prod,0.0,0.0
2023-03-18,2023-03-14,MAC1K25P,MAC1K25P,M,MAC,prod,0.0,0.0
2023-03-18,2023-03-14,MAHS025K,MAHS025K,M,MAHS,prod,79.0,1.975
2023-03-18,2023-03-14,MAP1K25P,MAP1K25P,M,MAP,prod,0.0,0.0
2023-03-18,2023-03-14,MAPA1K24P,MAPA1K24P,M,MAPA,prod,0.0,0.0
2023-03-18,2023-03-14,MAR01K24P,MAR01K24P,M,MAR,prod,36.0,0.864
2023-03-18,2023-03-14,MAR02K12P,MAR02K12P,M,MAR,prod,0.0,0.0
2023-03-18,2023-03-14,MASR025K,MASR025K,M,MASR,prod,0.0,0.0
2023-03-18,2023-03-14,POP001L12P,POP001L12P,P,POP,prod,1580.0,17.2536
2023-03-18,2023-03-14,POP001L12P.1,POP001L12P,P,POP,prod,506.0,5.525519999999999
2023-03-18,2023-03-14,POP002L09P,POP002L09P,P,POP,prod,408.0,6.68304
2023-03-18,2023-03-14,POP005L04P,POP005L04P,P,POP,prod,0.0,0.0
2023-03-18,2023-03-14,POP015K,POP015K,P,POP,prod,0.0,0.0
2023-03-18,2023-03-14,POP500M24P,POP500M24P,P,POP,prod,0.0,0.0
2023-03-18,2023-03-14,POPF01L12P,POPF01L12P,P,POPF,prod,0.0,0.0
2023-03-18,2023-03-14,POV001L24P,POV001L24P,P,POV,prod,2507.0,27.37644
2023-03-18,2023-03-14,POV002L09P,POV002L09P,P,POV,prod,1502.0,24.60276
2023-03-18,2023-03-14,POV005L04P,POV005L04P,P,POV,prod,800.0,14.56
2023-03-18,2023-03-14,POV500M24P,POV500M24P,P,POV,prod,1966.0,21.46872
2023-03-18,2023-03-14,SE200G24P,SE200G24P,S,SE,prod,300.0,1.44
2023-03-18,2023-03-14,SE500G24P,SE500G24P,S,SE,prod,0.0,0.0
2023-03-18,2023-03-14,SO0001L12P,SO0001L12P,S,SO,prod,0.0,0.0
2023-03-18,2023-03-14,SO0002L09P,SO0002L09P,S,SO,prod,0.0,0.0
2023-03-18,2023-03-14,SO0005L04P,SO0005L04P,S,SO,prod,0.0,0.0
2023-03-18,2023-03-14,SO0500M24P,SO0500M24P,S,SO,prod,0.0,0.0
2023-03-18,2023-03-14,SOP001L12P,SOP001L12P,S,SOP,prod,0.0,0.0
2023-03-18,2023-03-14,SOS001L12P,SOS001L12P,S,SOS,prod,8504.0,93.88416
2023-03-18,2023-03-14,SOS002L09P,SOS002L09P,S,SOS,prod,9234.0,152.91504
2023-03-18,2023-03-14,SOS003L04P,SOS003L04P,S,SOS,prod,4028.0,44.46912
2023-03-18,2023-03-14,SOS005L04P,SOS005L04P,S,SOS,prod,10501.0,193.2184
2023-03-18,2023-03-14,SOS008L02P,SOS008L02P,S,SOS,prod,0.0,0.0
2023-03-18,2023-03-14,SOS250M48P,SOS250M48P,S,SOS,prod,0.0,0.0
2023-03-18,2023-03-14,SOS500M24P,SOS500M24P,S,SOS,prod,3008.0,33.20832
2023-03-19,2023-03-14,AT5X5K,AT5X5K,A,AT,prod,0.0,0.0
2023-03-19,2023-03-14,ATN01K24P,ATN01K24P,A,ATN,prod,0.0,0.0
2023-03-19,2023-03-14,ATN02K12P,ATN02K12P,A,ATN,prod,3.0,0.072
2023-03-19,2023-03-14,ATPA1K24P,ATPA1K24P,A,ATPA,prod,0.0,0.0
2023-03-19,2023-03-14,ATPPCH5X5K,ATPPCH5X5K,A,ATPPCH,prod,0.0,0.0
2023-03-19,2023-03-14,ATWWP001K24P,ATWWP001K24P,A,ATWWP,prod,0.0,0.0
2023-03-19,2023-03-14,ATWWP002K12P,ATWWP002K12P,A,ATWWP,prod,0.0,0.0
2023-03-19,2023-03-14,EEA200G24P,EEA200G24P,E,EEA,prod,0.0,0.0
2023-03-19,2023-03-14,EEA500G12P,EEA500G12P,E,EEA,prod,0.0,0.0
2023-03-19,2023-03-14,MAC1K25P,MAC1K25P,M,MAC,prod,0.0,0.0
2023-03-19,2023-03-14,MAHS025K,MAHS025K,M,MAHS,prod,127.0,3.175
2023-03-19,2023-03-14,MAP1K25P,MAP1K25P,M,MAP,prod,0.0,0.0
2023-03-19,2023-03-14,MAPA1K24P,MAPA1K24P,M,MAPA,prod,0.0,0.0
2023-03-19,2023-03-14,MAR01K24P,MAR01K24P,M,MAR,prod,1500.0,36.0
2023-03-19,2023-03-14,MAR02K12P,MAR02K12P,M,MAR,prod,143.0,3.432
2023-03-19,2023-03-14,MASR025K,MASR025K,M,MASR,prod,2.0,0.05
2023-03-19,2023-03-14,POP001L12P,POP001L12P,P,POP,prod,2060.0,22.4952
2023-03-19,2023-03-14,POP001L12P.1,POP001L12P,P,POP,prod,1000.0,10.92
2023-03-19,2023-03-14,POP002L09P,POP002L09P,P,POP,prod,0.0,0.0
2023-03-19,2023-03-14,POP005L04P,POP005L04P,P,POP,prod,0.0,0.0
